,caption,name,overall_rating,category,opening_hours
758,"This is my 3rd visit to this place, and I would say the food is indeed much better than my 2nd visit. It has so much improvement after taking feedback from diners. Good job! My daughter finds the beef is too fatty.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
759,Blessed Mother’s Day!  Enjoyed the time and ambience at @komasingapore  The food was really good too. We went with the 3 course set lunch at $68++  Really good fish for main course like the grilled barramundi and honey glazed salmon. Also the desserts are the highlights of the meal.  Very substantial meal!  @marinabaysands,KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
760,Got a last minute reservation somehow because it's always full otherwise. Really good experience overall with the food and ambiance. Best place for a date night.,KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
761,"Scrumptious food, enchanting ambiance. A trip there is definitely a treat for both your visuals and palate.  Two Course Lunch: Hobayaki Snow Aged Niigata Wagyu Ribeye: 10/10 Miso Marinated Black Cod: 8/10 Dessert - Bonsai: 9/10 (both intriguing and aesthetically pleasing) Total cost: $316 (both mains are upgraded selection, +$130 and +$10 respectively)",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
762,"Went on 1st May for lunch. Would not lie that the overall ambience and decorations of the restaurant is aesthetically pleasing to the eyes.. However, when it comes to the food. It's just so-so. Nothing is out of the world. We asked for the waitress for food recommendations and she recommended most of the food that we can see in this review section; Unagi Maki roll, Truffle fried rice, uni carbonara etc etc..  Best part is, when we asked for the drinks recommendation, the waitress recommended drinks based on shape of the cup instead of tasting notes. Usually when we ask for recommendations, people tend to focus on sweetness, sourness, level of alcohol etc. But here, she mentioned that ""the cup comes in shape of a bird. if you don't like, you can also take option 3, the cup is in blue color. makes the color of the drink nicer"". erm oks. i'm there for a drink and not to admire the cups, Missey.  This establishment is only for show. Will not patronize again",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
763,"I made a reservation here for my boyfriend and I. (I recommend to make a reservation) Since we were staying in Singapore, I wanted to try it and surprise my BF. I loved everything about it, the staff was so kinda and friendly, and they knew about my allergies everyone that came to our table. So grateful for that. I love the interior, the style, the look, the atmosphere, everything! The food was so amazing, we tried a lot of different meals. And the drinks was so good too. 10/10 if I'm in Singapore again, I'll come here.  I do recommend to try this restaurant, if you're in Singapore. It was so much worth it.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
764,"Had an awesome experience with KOMA, I would definitely recommend them. 💯🙏💕 Great food, service and ambience. Staff was friendly and attentive.  Thanks for the wonderful experience :)",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
765,"Koma is one of the best Asian fusion restaurants you can find in town. It's not just about the food (which is awesome), but also the overall experience you get when you enter the restaurant till you finish your dining experience. Do note that the food here is pricey, but the presentation and quality of food Koma offers meant that it's still good value for your buck. In addition, you have to be dressed up in order to enter the restaurant, and prior reservations are needed as well.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
766,"We had to make reservation one month in advance. We had sashimi platter, maki, unagi and some drinks. The sashimi was very fresh and we could try different types of fishes. When the sashimi platter was served, the staff even checked with me if I wanted to take a video of the dry ice. And, of course I would.  The place was nicely designed which has a Japanese feel. Nice place to take photographs. The space was very big with high ceiling, hence very relaxing. Tables were quite near to each other and we could hear the conversation of the next table.  Beside us were a foreign couple who were ordering beer. He asked the staff for the types of beer they have. The staff refer them to the menu because they have wide variety of beer with descriptions. The man challenged the staff and asked ""You don't know what kind of beer you have?"" The staff was very professional and explained to him that it would be easier if her refer to the description.  Overall, a nice experience I had even though it's on the pricier side. Wouldn't mind going back again.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
767,"Tried the 3 course lunch set, food is good and well prepared. I enjoyed the Chicken Sansho Sukiyaki, the tofu is silky and the soup is good. The Kinoko Gyoza is worth a try too. The service is good and even provides us a more custom experience for the birthday. The atmosphere is good ,the staff were also very nice in helping us take photos.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
768,"Food was very unique than the other usual Japanese restaurant. But for taste, I would still go for the  usual authentic Japanese restaurant. For new style and experience, I may still go back here to let other colleagues or family try it.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
769,"Food is good.  The dessert platter is impressive and a WOW! Chocolate bonsai is yummilicious. No cravings to visit again thou. Probably paid more for the atmosphere which is nicely decorated. Definitely a place that deem fit for IGS! Took millions of pictures haha! Service staffs are great too! Ohhhh, remember to take pictures at the entrance before you go into the restaurant. Cos it's quite embarrassing and inconvenient when there are a diners coming in and then you try to do a quick snap while leaving. Do it the other way, picture first. It'll be beautiful 😍",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
770,Cheap for lunch set for mbs food. Desserts were nicely plated. Starters were nice. Mains were same standard as mall chain restaurants.  Overall it’s a good place for ppl to take photos.,KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
771,Love the vibes of the restaurant.  Beautiful settings with good 🎶 🎶🎵 . Love their food more than desserts (though they look perfect for pictures),KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
772,The ambience was perfect 9/10. Service was 10/10.  We ordered 2 3-course lunch set. Comes with a complimentary sencha tea. Warm water is foc. The snowcream croquette requires a top up of $8 on top of the $68++ per pax for the set lunch. It was slightly above average. The desserts were amazing. Really liked the bonsai that was not too sweet. Would like to try the lemon yuzu next time. The food is overpriced but interesting for one-time experience.,KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
773,"Food was okay but the atmosphere is amazing.  Scallions fried rice tasted good. If this is available at a hawker centre, can anyone recommend me a place to get them? They have a really unique presentation.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
774,"It was a fantastic dining experience with the great decor showing Japanese architecture vibes. The food was decent and well seasoned. However, I was expecting a little more ""Wow"" factor in the food and flavours. Based on the price point, it would be ideal to have artistry of sort on the culinary perspective. That's just my opinion on the food.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
775,Delicious food with jaw dropping decor. Had the loveliest miso cod and the lemon yuzu is divine. Will definitely be back to try other dishes (especially the desserts!). Many thanks to Dayne for her service and continuous smile.,KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
776,"Food was very nice with perfect presentation. Service was excellent and ambience was superb, nice decor, music was relaxing and not too loud.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
777,"Enjoyed a three course lunch with friends. Service was great (for the most part). Food was received in a very timely fashion. Food was impeccable. We enjoyed every bit of it. Cocktails were delicious. The atmosphere was delightful. Seating, architecture and interior design was fantastic. The dessert was a really show stopper, visually delightful and delicious. We did not enjoy the bill being shoved in our faces whilst we were in the middle of eating dessert.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
778,"Atmosphere was ok albeit noisy, food were either very sour or salty, service was very slow.  Beef tartare was mediocre, tartare should be served cold and with hot toasts, we are greeted with only very warm tartare and toasts. Very salty and added with caviar, it’s just a salty mess  unagi truffle maki was mediocre with very wet rice and cheap frozen unagi.  gyoza again very salty and barely browned on the bottom  Chives fried rice is just as salty and msg laden. I bet the Tze char would serve better  Do learn how to do decent cooking before having such artsy cuisine.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
779,A must visit restaurant in Singapore!  From the minute you walk in the experience is very cool. The whole set up of the restaurant will leave you inspired as you dine on very fresh and very well prepared food.  Make sure you book in advance (although we got lucky at the last minute and were able to book for a table of eight).,KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
780,"Food, ambience and service here are impeccable!! The crispy duck salad, truffle unagi maki and wafu carbonara with uni are my personal favourites and just umami bombs. Prices are a little steep but for the quality ingredients and location I’d think it’s still worth every penny!",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
781,The place looks amazing and the decorations are beautiful. But the food is average and the service was not so good.,KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
782,Impeccable ambience and attentive service.  Food while decent isn’t great and doesn’t match the expectation you have walking through the restaurant to your seat nor our bill.   Despite the food we still had a wonderful night,KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
783,"highlights for us included the salmon avocado maki ($24++) fresh and thick salmon. grilled lamb chop ($22++) was pretty good. other than that, spicy tofu hotpot ($24++) is more of a gravy than soup, we didn’t enjoy the flavour. yellowtail cheek ($38++) is an entirely fried dish with no sauce, not very appetising. scallion fried rice ($34++) is flavourful, but like other comments have mentioned, taste like zichar you can get for much lower prices. this place is definitely for ambience, but food wise do check the reviews and orderly wisely!",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
784,"The interior design is extremely cool, and all the food was great.  We sat at the bar, and the bartender was a really fun person.  Food I tried:  Uni and caviar handroll: 8/10.  Waygu handroll: 8/10.  Foie gras and waygu skewer: 9/10. The waygu was extremely soft, and delicious.  Uni pasta: 7/10.  Chocolate bonsai: 6/10. It looks quite cute. The “leaves” are matcha sponge cake, the “tree trunks” are Pocky sticks, and the “soil” is chocolate rice. Too chocolatey for me, but I think it’s cute.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
785,"Every dish was unique, probably except the sushi platter. Love the salmon platter with avocado inside. Great service and atmosphere. Very expensive meal but shld try once in ur life",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
786,"Came here for my wedding anniversary dinner. The atmosphere, music and decor were superb. The sushi, unagi and fish dishes (salmon and cod) were on point. The stars for us were the desserts - beautifully made and really a treat to eat. Recommend coming here for special occasions with loved ones.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
787,Crispy chicken $14. Really nice. Very crispy due to the fried grain pellets. Crispy Tokyo gyoza $14. Really nice. Salmon Avocado maki $24. Normal. Wafu carbonara with uni. Really nice. Truffle fried rice. Normal. Dessert are Bonsai $19. Unique presentation. The bonsai is sponge cake with chocolate coated bread sticks “planted” in a chocolate pot filled with chocolate mousse. Nice. Lemon yuzu $18. Lemon skin made of chocolate & cutting thru it reveals the yuzu. Nice. Sakura $29. Nice. Service differs amongst the people. Ambience and deco is awesome.,KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
788,"Staff are attentive, welcoming and friendly. Food was great. Will definitely come back again. :)",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
789,"Great place, the food was tasty, most of the dishes were delicious, and some bit less, but the quality also been good.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
790,"The presentation is awesome! Food quality is decent, and wafu carbonara and Scallion fried rice is definitely worth a try and my top 2 favourite!",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
791,"Amazing place. Really good customer service. Absolutely enjoyed the hospitality and food. I went here for a birthday celebration. There is plenty of vegetarian options. My favourite was the avocado tempura and the seven treasures maki roll. They were so delicious and smooth. I absolutely enjoyed the feeling of the avocado melting in my mouth. The maki roll was soft and moist and tasted like divine nectar. I enjoyed the smoky flavour of the glazed eggplant which was garnished with a dollop of cream. For the main course, I really loved the tofu hotpot as it was fluffy and tasted wanderlust. Finally, the bonsai chocolate was immaculate and everything including the pit tasted amazing.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
792,"Had our dinner reservation at 8pm. We aren’t allowed to enter earlier probably due to the table isn’t ready as previous diners still dinning. First time here and the ambience was good. Air conditional slightly cold and the food wise was alright(probably to the salty level mark). However the dessert brought back the missing marks. Maybe in my next visit, I would asked for less salt to see if i like it this way! Overall a satisfied customer. 🙂",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
793,"The restaurant ambience is great, wait staff are pleasant, especially Kate who is always attentive to our needs. Food wise is a hit or miss. Desserts are great, creative presentation. Mains are not that worth the hefty price.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
794,"Food was good - even good enough for my kids with fussy taste buds. Prices acceptable considering the setting.  In terms of service, it is somewhat mixed. Most of the staff members were helpful and friendly individually. However they do feel under-staffed. It took a long time to get attention when we needed our glasses filled and also when we wanted the bill.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
